,,,Current Location,,,,,Displacement Dynamics,,,,,,,Priority Need,Shelter Details (# of HHs),,,,,,,,,,,,,
IDPs,,,Al Dhale'e,Damt,,Bait Al-Awlaqi-??? ???????,13,Al Dhale'e,Damt,SDSG,2019-01-09,Conflict,Al Dhale'e Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,13,0,0,,20190101 - 20190622,D00245
IDPs,,,Al Dhale'e,Al Husha,,Al-Muswalah-????????,4,Taizz,Maqbanah,ODOG,2019-01-09,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,4,0,0,0,0,0,,20190101 - 20190622,D00246
IDPs,,,Al Dhale'e,Al Husha,,Al-Muswalah-????????,3,Taizz,Al  Mukha,ODOG,2019-01-09,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,3,0,0,0,0,0,,20190101 - 20190622,D00247
IDPs,,,Al Dhale'e,Juban,,Juban-???,1,Taizz,At Ta'iziyah,ODOG,2019-01-09,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D00248
IDPs,,,Sana'a,Sanhan,,Dhabwah-????,7,Al Hudaydah,Ad Durayhimi,ODOG,2019-01-09,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,7,0,0,0,,20190101 - 20190622,D01496
IDPs,,,Sana'a,Bani Matar,,Al-Salolah-???????,1,Al Hudaydah,Jabal Ra's,ODOG,2019-01-09,Conflict,Al Hudaydah conflict,,Food- Financial support- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01544
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Marawi'ah,ODOG,2019-01-09,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01598
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Bajil,ODOG,2019-01-09,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01608
IDPs,,,Al Bayda,Dhi Na'im,,Al-Munqatae-???????,1,Al Hudaydah,Al Mina,ODOG,2019-01-10,Conflict,Al Hudaydah conflict,,Drinking Water- Cooking/washing Water- Food- Health Sanitation/ Hygiene- Shelter/Housing- Education for children- Access to income- Household Items (NFI)- Psychosocial support- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D00122
IDPs,,,Al Hudaydah,Az Zuhrah,,,30,Hajjah,Hayran,ODOG,2019-01-10,Conflict,Hajjah Conflict,,Food- Financial support-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00536
IDPs,,,Al Hudaydah,Bayt Al Faqiah,,,50,Al Hudaydah,Bayt Al Faqiah,SDSG,2019-01-10,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00537
IDPs,,,Al Hudaydah,Zabid,,,22,Al Hudaydah,At Tuhayat,ODSG,2019-01-10,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00538
IDPs,,,Al Hudaydah,Al Qanawis,,,15,Al Hudaydah,Al Hali,ODSG,2019-01-10,Conflict,Al Hudaydah conflict,,Food- Financial support-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00539
IDPs,,,Al Hudaydah,Al Qanawis,,,40,Hajjah,Hayran,ODOG,2019-01-10,Conflict,Hajjah Conflict,,Food- Financial support-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00540
IDPs,,,Sana'a,Sa'fan,,Al-Maseil-??????,1,Al Hudaydah,Al Hali,ODOG,2019-01-10,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D01524
IDPs,,,Raymah,Mazhar,,Sarwal,2,Al Hudaydah,Al Hali,ODOG,2019-01-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,1,1,0,,20190101 - 20190622,D03615
IDPs,,,Ibb,Hazm Al Udayn,,Al-Sharaf-?????,1,Taizz,Al  Mukha,ODOG,2019-01-11,Conflict,General Conflict,,Food- Financial support-,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D01343
IDPs,,,Sana'a,Arhab,,Al-Qasabah-??????,1,Al Hudaydah,Zabid,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D01489
IDPs,,,Sana'a,Arhab,,Al-Abwah-??????,1,Al Hudaydah,Zabid,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01491
IDPs,,,Sana'a,Bani Hushaysh,,Al-Malecah-??????,2,Al Hudaydah,Al Hawak,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D01531
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Hali,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Financial support- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01601
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Zabid,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01607
IDPs,,,Sana'a,Bani Matar,,Reid-???,1,Al Hudaydah,Al Hali,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Food- Financial support- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01647
IDPs,,,Taizz,As Silw,,Al-Saeed-??????,2,Al Hudaydah,Al Mina,ODOG,2019-01-11,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D01690
IDPs,,,Taizz,As Silw,,Al-Saeed-??????,3,Taizz,As Silw,SDSG,2019-01-11,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,0,3,0,,20190101 - 20190622,D01691
IDPs,,,Al Bayda,Al Malagim,,Affar-????,3,Al Hudaydah,Al Mighlaf,ODOG,2019-01-12,Conflict,Al Hudaydah conflict,,Drinking Water- Cooking/washing Water- Food- Health Sanitation/ Hygiene- Shelter/Housing- Education for children- Access to income- Household Items (NFI)- Psychosocial support- Financial support-,0,0,0,0,0,3,0,0,0,0,0,,20190101 - 20190622,D00123
IDPs,,,Al Bayda,Dhi Na'im,,Al-Munqatae-???????,1,Taizz,Salh,ODOG,2019-01-12,Conflict,General Conflict,,Drinking Water- Cooking/washing Water- Food- Shelter/Housing- Access to income- Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D00140
IDPs,,,Al Bayda,Al Bayda,,Thee Wein-?? ???,1,Amanat Al Asimah,Al Wahdah,ODOG,2019-01-12,Conflict,General Conflict,,Drinking Water- Cooking/washing Water- Food- Health Sanitation/ Hygiene- Shelter/Housing- Education for children- Access to income- Household Items (NFI)- Psychosocial support- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D00164
IDPs,,,Al Dhale'e,Juban,,Juban-???,2,Al Bayda,Al Bayda,ODOG,2019-01-12,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D00249
IDPs,,,Al Dhale'e,Damt,,Al-Hejrah-??????,11,Al Dhale'e,Damt,SDSG,2019-01-12,Conflict,Al Dhale'e Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,11,0,0,,20190101 - 20190622,D00250
IDPs,,,Sana'a,Bani Hushaysh,,Al-Malecah-??????,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-01-12,Conflict,Al Hudaydah conflict,,Food- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01532
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Marawi'ah,ODOG,2019-01-12,Conflict,Al Hudaydah conflict,,Food- Financial support- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01563
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Mina,ODOG,2019-01-12,Conflict,Al Hudaydah conflict,,Food- Financial support- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01565
IDPs,,,Hadramaut,Tarim,, - ????? ???????,1,Hajjah,Al Jamimah,ODOG,2019-01-12,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D04129
IDPs,,,Hadramaut,Tarim,, - ????? ???????,1,Hajjah,Al Maghrabah,ODOG,2019-01-12,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D04131
IDPs,,,Aden,Dar Sad,,Al-Sharqyah-???????,2,Al Hudaydah,Ad Durayhimi,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food,2,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00058
IDPs,,,Aden,Dar Sad,,Al-Sharqyah-???????,5,Al Hudaydah,Al Hali,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food,5,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00059
IDPs,,,Al Bayda,Rada',,Al-Salam nighborhood-???? ??????,1,Hajjah,Haradh,ODOG,2019-01-13,Conflict,Hajjah Conflict,,Household Items (NFI),0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D00124
IDPs,,,Al Bayda,Al A'rsh,,Azaan-????,5,Al Hudaydah,Al Hali,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,2,0,0,0,0,3,0,0,0,,20190101 - 20190622,D00125
IDPs,,,Lahj,Tuban,,Al-Anad-?????,5,Al Hudaydah,As Sukhnah,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D01371
IDPs,,,Lahj,Tuban,,Al-Anad-?????,6,Al Hudaydah,Zabid,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,6,0,0,0,,20190101 - 20190622,D01372
IDPs,,,Lahj,Tuban,,Al-Majhafah-???????,1,Al Hudaydah,Al Hawak,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01373
IDPs,,,Lahj,Tuban,,Dar Heitham-??? ????,2,Al Hudaydah,Al Garrahi,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D01374
IDPs,,,Lahj,Tuban,,Al-Shaqah-??????,5,Al Hudaydah,Zabid,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D01375
IDPs,,,Lahj,Tuban,,Al-Shaqah-??????,1,Al Hudaydah,Al Hali,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01376
IDPs,,,Lahj,Tuban,,Ber Omar-??? ???,3,Al Hudaydah,Zabid,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D01377
IDPs,,,Lahj,Tuban,,Ber Omar-??? ???,4,Amanat Al Asimah,Bani Al Harith,ODOG,2019-01-13,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D01378
IDPs,,,Lahj,Tuban,,Jawalah-?????,2,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,2,0,0,0,0,0,,20190101 - 20190622,D01379
IDPs,,,Lahj,Tuban,,Jawalah-?????,1,Al Hudaydah,Hays,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,1,0,0,0,0,0,,20190101 - 20190622,D01380
IDPs,,,Lahj,Tuban,,albaytarah-???????,5,Al Hudaydah,Al Hawak,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D01381
IDPs,,,Sana'a,Manakhah,,Arjaz Village-???? ????,2,Al Hudaydah,Al Mina,ODOG,2019-01-13,Conflict,Al Hudaydah conflict,,Shelter/Housing- Access to income- Financial support-,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D01477
IDPs,,,Sana'a,Khwlan,,Ameimah-?????,3,Marib,Sirwah,ODOG,2019-01-13,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,3,0,0,0,0,0,0,0,,20190101 - 20190622,D01549
IDPs,,,Sana'a,Khwlan,,Al-Watad'ah-??????,5,Marib,Sirwah,ODOG,2019-01-13,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,5,0,0,0,0,0,0,0,,20190101 - 20190622,D01550
IDPs,,,Sana'a,Khwlan,,Sbeiteen-??????,1,Marib,Sirwah,ODOG,2019-01-13,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D01552
IDPs,,,Sana'a,Khwlan,,Al-Hajeb-??????,1,Marib,Sirwah,ODOG,2019-01-13,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D01553
IDPs,,,Aden,Ash Shaikh Outhman,,Al Mumdara-????????,3,Al Hudaydah,Zabid,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D00060
IDPs,,,Al Bayda,Dhi Na'im,,Al-Munqatae-???????,3,Al Hudaydah,Al Mina,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D00126
IDPs,,,Al Bayda,Sabah,,Qarn Qased-??? ????,2,Al Dhale'e,Damt,ODOG,2019-01-14,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D00127
IDPs,,,Al Bayda,Al Bayda City,,Al-Baida City-????? ???????,4,Al Hudaydah,Al Mina,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D00171
IDPs,,,Lahj,Tuban,,alrebat-??????,7,Al Hudaydah,Al Mina,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,7,0,,20190101 - 20190622,D01382
IDPs,,,Lahj,Tuban,,alrebat-??????,5,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D01383
IDPs,,,Lahj,Tuban,,Qouz Amdareib-??? ??????,1,Al Hudaydah,Zabid,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D01384
IDPs,,,Lahj,Tuban,,albaytarah-???????,3,Al Bayda,Dhi Na'im,ODOG,2019-01-14,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,3,0,,20190101 - 20190622,D01385
IDPs,,,Lahj,Tuban,,albaytarah-???????,5,Ibb,Dhi As Sufal,ODOG,2019-01-14,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D01386
IDPs,,,Lahj,Tuban,,albaytarah-???????,4,Taizz,Shara'b Ar Rawnah,ODOG,2019-01-14,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,4,0,,20190101 - 20190622,D01387
IDPs,,,Lahj,Tuban,,albaytarah-???????,5,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D01388
IDPs,,,Lahj,Tuban,,albaytarah-???????,5,Al Hudaydah,Al Mina,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D01389
IDPs,,,Lahj,Tuban,,albaytarah-???????,5,Al Hudaydah,Al Hawak,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D01390
IDPs,,,Sana'a,Sa'fan,,Al-Darajah-??????,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01521
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Marawi'ah,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01590
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Hawak,ODOG,2019-01-14,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01661
IDPs,,,Raymah,Mazhar,,Khams,1,Dhamar,Jahran,ODOG,2019-01-14,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D03606
IDPs,,,Aden,Ash Shaikh Outhman,,Al Mumdara-????????,2,Al Hudaydah,At Tuhayat,ODOG,2019-01-15,Conflict,Al Hudaydah conflict,,Food,0,0,0,2,0,0,0,0,0,0,0,,20190101 - 20190622,D00063
IDPs,,,Al Bayda,Wald Rabi',,Noufan-?????,3,Ibb,Yarim,ODOG,2019-01-15,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,0,3,0,,20190101 - 20190622,D00128
IDPs,,,Al Bayda,Dhi Na'im,,Al-Munqatae-???????,1,Dhamar,Jahran,ODOG,2019-01-15,Conflict,General Conflict,,Drinking Water- Cooking/washing Water- Food- Health Sanitation/ Hygiene- Shelter/Housing- Access to income- Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D00139
IDPs,,,Al Bayda,Ash Sharyah,,Al Sarhan-?? ?????,5,Al Bayda,Nati',ODSG,2019-01-15,Conflict,General Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D00161
IDPs,,,Al Bayda,Al Quraishyah,,Al-Saleel Al-Aala-?????? ??????,2,Al Hudaydah,Al Hali,ODOG,2019-01-15,Conflict,Al Hudaydah conflict,,Food- Household Items (NFI)- Financial support-,2,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00162
IDPs,,,Amran,Al Ashah,,Danan-????,8,Hajjah,Kushar,ODOG,2019-01-15,Conflict,Hajjah Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,8,0,,20190101 - 20190622,D00715
IDPs,,,Amran,Harf Sufyan,,Al-Ghalah-??????,2,Hajjah,Kushar,ODOG,2019-01-15,Conflict,Hajjah Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D00851
IDPs,,,Sana'a,Arhab,,Al-Nawaser-???????,1,Al Jawf,Al Hazm,ODOG,2019-01-15,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D01478
IDPs,,,Sana'a,Arhab,,Haran-????,4,Al Jawf,Al Maton,ODOG,2019-01-15,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,4,0,0,0,0,0,0,0,,20190101 - 20190622,D01479
IDPs,,,Sana'a,Arhab,,Al-Khabten-??????,5,Al Jawf,Al Maslub,ODOG,2019-01-15,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,5,0,0,0,0,0,0,0,,20190101 - 20190622,D01480
IDPs,,,Sana'a,Khwlan,,Sbeiteen-??????,1,Marib,Sirwah,ODOG,2019-01-15,Conflict,General Conflict,,Food- Shelter/Housing- Financial support-,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D01551
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Zabid,ODOG,2019-01-15,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01585
IDPs,,,Sana'a,Bani Matar,,Al-Subahah-???????,1,Al Hudaydah,Al Mina,ODOG,2019-01-15,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01658
IDPs,,,Taizz,Al Misrakh,,Al-Hawjalah-???????,1,Taizz,Al Misrakh,SDSG,2019-01-15,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D01700
IDPs,,,Taizz,Dimnat Khadir,,Al-Rahedah-???????,1,Al Hudaydah,Al Hali,ODOG,2019-01-15,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D01741
IDPs,,,Taizz,Dimnat Khadir,,Al-Rahedah-???????,1,Taizz,As Silw,ODSG,2019-01-15,Conflict,General Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D01742
IDPs,,,Hadramaut,Tarim,, - ????? ???????,1,Hajjah,Al Maghrabah,ODOG,2019-01-15,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D04130
IDPs,,,Al Bayda,As Sawadiyah,,AL-Safa-?????,3,Hajjah,Haradh,ODOG,2019-01-16,Conflict,Hajjah Conflict,,Food- Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D00159
IDPs,,,Al Dhale'e,Damt,,Hamam Damt-???? ???,3,Al Dhale'e,Damt,SDSG,2019-01-16,Conflict,Al Dhale'e Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,3,0,0,,20190101 - 20190622,D00275
IDPs,,,Al Dhale'e,Damt,,Cawlah Al-Sayadi-???? ???????,4,Al Dhale'e,Damt,SDSG,2019-01-16,Conflict,Al Dhale'e Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,4,0,0,,20190101 - 20190622,D00276
IDPs,,,Al Dhale'e,Damt,,Old Damt-??? ???????,2,Al Dhale'e,Damt,SDSG,2019-01-16,Conflict,Al Dhale'e Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D00277
IDPs,,,Sa'ada,Kitaf wa Al Boqe'e,,Al-Oshash-??????,195,Sa'ada,Kitaf wa Al Boqe'e,SDSG,2019-01-16,Conflict,General Conflict,,Drinking Water- Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D01466
IDPs,,,Sa'ada,Kitaf wa Al Boqe'e,,Watan Al-Maqash-??? ??????,180,Sa'ada,Kitaf wa Al Boqe'e,SDSG,2019-01-16,Conflict,General Conflict,,Drinking Water- Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D01467
IDPs,,,Sa'ada,Kitaf wa Al Boqe'e,,Al-Athrah-??????,123,Sa'ada,Kitaf wa Al Boqe'e,SDSG,2019-01-16,Conflict,General Conflict,,Drinking Water- Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D01468
IDPs,,,Sana'a,Manakhah,,Bani Marah-??? ???,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-01-16,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D01503
IDPs,,,Sana'a,Sa'fan,,Al-Henkah-??????,2,Al Hudaydah,Al Marawi'ah,ODOG,2019-01-16,Conflict,Al Hudaydah conflict,,Food- Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D01519
IDPs,,,Taizz,Jabal Habashy,,Med'hafah-??????,17,Taizz,Jabal Habashy,SDSG,2019-01-16,Conflict,General Conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,10,7,0,,20190101 - 20190622,D01692
IDPs,,,Aden,Ash Shaikh Outhman,,Al Mumdara-????????,3,Al Hudaydah,Zabid,ODOG,2019-01-17,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,3,0,0,,20190101 - 20190622,D00062
IDPs,,,Al Bayda,Al Bayda,,Al-Mayaser-???????,1,Amanat Al Asimah,Shu'aub,ODOG,2019-01-17,Conflict,General Conflict,,Food- Financial support-,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D00148
IDPs,,,Al Bayda,As Sawadiyah,,AL-Safa-?????,5,Marib,Sirwah,ODOG,2019-01-17,Conflict,General Conflict,,Food- Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,0,0,5,0,,20190101 - 20190622,D00154
IDPs,,,Al Bayda,Ash Sharyah,,Al-Hejara-???????,1,Al Dhale'e,Juban,ODOG,2019-01-17,Conflict,Al Dhale'e Conflict,,Food- Household Items (NFI)-,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D00155
IDPs,,,Al Bayda,Wald Rabi',,Al Sharbah-?? ????,2,Al Dhale'e,Damt,ODOG,2019-01-17,Conflict,Al Dhale'e Conflict,,Food- Household Items (NFI)- Financial support-,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D00156
IDPs,,,Al Hudaydah,Az Zuhrah,,,15,Hajjah,Hayran,ODOG,2019-01-17,Conflict,Hajjah Conflict,,Food- Shelter/Housing-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00541
IDPs,,,Al Hudaydah,Al Garrahi,,,25,Al Hudaydah,At Tuhayat,ODSG,2019-01-17,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00542
IDPs,,,Al Hudaydah,Jabal Ra's,,,15,Al Hudaydah,Hays,ODSG,2019-01-17,Conflict,Al Hudaydah conflict,,Shelter/Housing- Financial support-,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D00543
